Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q7,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q10,Q11,Q12,Q13,Q14,Q15_1,Q16,Q17,Q18,Q19
487,1,2/12/14 21:58,R_20kJJvg0ZTUEYU5,,,,,,,2,"Syria using chemical weapons is outrageous, especially the fact that the Syrian government is using the chemical weapons against its own citizens and others as well. Killing innocent lives can never be justified in any situation. United States reacted in a way that is calm. They did not immediately throw themselves into the situation quiet yet, but it is something that needs to be considered. ",42.801,42.801,159.559,1,7,4,4,5,5,5,4,4,4,4,3,3,3,5,5,4,4,5,4,4,4,2,4,2,2,4,2,2,5,4,4,2,18,1,1,Christian ,4,Chemistry ,5,4,1
588,1,2/13/14 22:46,R_eneiGj6lNf3y7kN,,,,,,,2,"I think it is completely sickening that Syria would use chemical weapons against their own people. I don't believe any government has the right to massacre their people who put their trust in them. It is morally wrong and completely unethical. I think that the United States made a good idea with placing that act as their ""red line"" but sometimes we tend to get in other countries business to the point that it puts our own people at risk. However in such a severe case I believe intervention is necessary. I agree with John McCain and I think the only reasonable thing to do is get their president out of office because it is obvious that most of these acts are caused by him and he isn't fit to run the country. But, the country itself should want him overthrown as well it can't be a hostile takeover like we did in Iraq or Afghanistan.",2.324,218.998,296.049,3,8,5,5,5,4,4,4,2,2,2,2,2,5,5,6,5,6,6,5,5,5,3,3,5,3,4,4,4,5,5,3,2,24,1,4,Christian,4,Psychology,8,9,1
633,1,2/17/14 22:08,R_8FVlZnCUvoSMmtT,,,,,,,2,"This chemical explosion was obviously a major threat to the people of Syria. One thing I don't really understand is how this is different than shooting, poisoning, or other ways of killing people in a war. It is a big threat since innocent women and children were killed I do understand that. With the advancing technologies and sciences, it doesn't really surprise me that people have resorted to using chemical weapons to try and achieve their goal, whatever that may be. I am not very knowledgeable about what the United States does in response to these kinds of attacks, or any attack on innocent civilians in a foreign country. I think that it depends on the relation they have with the US along with other things. I don't know if sending more aid to the injured in Syria would help or worsen it or cause more attacks. ",1.945,249.788,337.185,5,6,5,5,6,5,6,5,2,4,4,5,3,4,3,2,2,4,4,5,5,4,3,4,4,3,5,2,4,3,3,2,2,20,1,3,Lutheran,6,Music Education,2,5,1
586,1,2/18/14 13:11,R_1B15JnYApjKvV6l,,,,,,,2,"In all honesty, it frustrates me when the US government sticks its nose into everyone's business. The UN could be handling the situation as opposed to just the United States. Syria's use of chemical weapons is devastating and I am sorry for the lives lost there, but that does not make it our business, just like Iraq was not our business. I'm tired of living in a nation that wants to try to help people by forcing our ideals onto them. We are a bully of a nation and I am ashamed of that. Syria needs help, just not ours. We will certainly destroy everything for us and them if we continue to try to fix other people's problems.",1.743,1.743,185.267,1,3,4,5,6,5,5,6,1,3,2,3,4,5,3,5,1,4,4,6,6,4,6,1,2,1,4,1,1,3,1,1,2,19,1,1,Atheist,10,English Education,8,10,1
1282,1,2/18/14 17:21,R_9YSnByzLxqRpKuN,,,,,,,2,"I believe that Syria's use of chemical weapons is incredibly wrong and goes against the strides the world has taken against warfare.  While Syria did not consent to be apart of that movement, it is still not acceptable for them to use it on their citizens or anyone else. It still horrifies me to hear about incidents such as these, when we, as a human race, should know better than to meddle in chemical or nuclear warfare. I feel the United States' reaction was just. Unfortunately, the UN does not intervene as much as it should.  The United States is put in the tough position of whether or not to assist because if the US does not assist, then who will?",10.906,360.673,498.931,7,7,5,4,6,5,5,6,2,5,2,3,3,5,2,1,1,4,3,5,6,3,4,3,3,4,5,1,4,2,1,1,2,18,1,1,Atheist,8,Political Science,4,5,2
676,1,2/20/14 12:13,R_1HyqZDPM1rXNwzP,,,,,,,2,Syria's use of chemical weapons is awful.  It breaks my heart to see pictures and hear stories of innocent women and children being murdered in Syria.  The United States needs to step in and stop the conflict before more and more innocent people die or it becomes a threat to the United States.  President Obama said that something needs to happen and steps need to be taken but the United States has yet to make a move.  ,4.016,4.016,293.421,1,7,4,4,4,3,4,4,3,4,3,4,3,4,4,4,6,5,3,2,4,4,2,5,6,6,6,6,6,4,5,5,1,19,1,1,Christian,2,Nursing,7,9,1
319,1,2/21/14 15:25,R_4NJuPHADSDSv5HL,,,,,,,2,I was more shocked at the united states reactions to what was going on in syria because it really isn't any of our business and the only reason that the United States makes it our business is because they want to gain political power and control over the world,1.928,2.911,79.634,2,6,5,4,6,6,6,1,3,1,1,1,1,3,4,3,5,3,6,2,1,3,1,1,5,1,4,1,6,4,1,1,2,18,1,1,"Baptist, but i am not very religious at all",5,Political Science,6,8,1
497,1,2/22/14 18:28,R_ehXC0D9Z75UOX2Z,,,,,,,2,"Im interested in seeing the truth. Where are the facts and supporting evidence that the Syrian government actually did this? The US should investigate more before entering into more military conflict. It seems to me the President wants any excuse he can get to go to war with Iran. I think war in that region should not be of our concern. We have plenty of problems that need fixed inside our own borders. We are not the global police. If the Assad regime did use chemical weapons, that would be wrong, but who does the US think they are to bomb them?",4.866,4.866,205.303,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,5,5,3,3,3,3,1,32,1,3,none,5,Technology Management,3,3,1
385,1,2/22/14 20:24,R_40CBWpeB80xlvIF,,,,,,,2,"I think that the United States should have stepped in sooner because then the attack on Damascus could have been avoided, but Obama doesn't want to make himself look any worse than he already does. I think Syria is seeing things as a last resort because things are not going their way. In a way this is their attempt at asking for help, they don't want to take help from a country that will not offer it without strings attached. If the United States would just keep their nose out of other countries business then things like this wouldn't make the news in this country and people could go on living a normal life and not believe that we are going to be attacked again. ",4.585,127.741,149.693,3,7,3,3,1,3,3,2,1,1,4,3,1,1,3,1,1,2,5,2,5,4,2,5,2,4,6,1,4,1,4,2,2,24,1,4,Baptist ,3,Secondary English Education ,1,1,1
1087,1,2/22/14 21:46,R_9EsJ0rVozhuH8Rn,,,,,,,2,"This is a very interesting reaction from the United States. We set up ""red tape"" as a country for other countries, and we don't seem to want to stick to our word. I believe that if we are not going to follow through with a promise, we shouldn't make it. As a country, we promised to punish Assad in some way because of his actions but it seems as though we won't carry through with the concept. It also brings to attention that the USA is not the best ""Policeman of the World"" anymore, and that we no longer have the small voice but a big stick as we once did, It is perceived that we don't need that role in the world anymore fi we can't keep to our word as a country.",2.014,2.014,293.117,1,7,4,3,5,4,5,3,3,5,5,4,2,2,5,5,5,3,5,1,5,6,2,5,2,2,6,2,3,3,4,6,2,18,1,1,Catholic,2,Agriculture Communications,9,10,1
580,1,2/23/14 20:09,R_0SPqhVUlpDqyEh7,,,,,,,2,I think the fact that syria is using chemical weapons is a very bad thing and is something that many places have said that they would never use because of the effects that they have so think the united states should do something about it because it is something that should be punish and I feel that america is the best at stopping it and is something that needs to be stopped.,9.071,30.139,197.621,3,7,6,6,6,6,6,6,4,4,3,3,1,6,6,5,5,6,2,3,6,5,6,6,5,4,6,1,6,5,5,5,1,18,1,1,Cathlic,3,Sports Medicine,2,1,1
436,1,2/24/14 16:38,R_e8NxYIavwWMlamx,,,,,,,2,I think that it was not good to use of chemical weapons because using it may promote a friction between the two countries.,15.474,17.536,87.575,2,3,4,2,3,4,3,3,4,3,2,3,3,4,3,3,4,3,2,3,4,3,3,2,3,3,4,4,3,4,3,4,2,29,7,1,Buddisum,6,Not decided,6,6,1
203,1,2/24/14 17:08,R_1RKH4BBPBmQcUyV,,,,,,,2,I think that it is not good to use of chemical weapons because they may promote frictions between two countries. ,1.994,1.994,68.19,1,4,4,3,3,4,4,3,3,3,4,3,4,4,4,3,4,3,4,3,4,4,3,3,3,4,3,4,4,3,3,4,2,29,7,1,buddish,6,Not decided,6,6,1
618,1,2/24/14 18:19,R_dnDAbbVI8tdH9lz,,,,,,,2,"Personally there is little to no reaction, mankind is capable of evil so hearing that once again mankind has done evil deeds to his own kind is very little surprise to me. ",33.704,33.704,160.013,1,5,3,3,4,4,4,4,2,2,1,1,3,4,3,3,1,4,6,3,4,4,4,1,2,1,1,4,1,3,1,2,1,18,7,1,None,9,"Anthropology, Psychology",1,1,2
554,1,2/24/14 22:03,R_bgfrwOpvpnPS4MB,,,,,,,2,"I think the use of Syria's chemical weapons went without much thought. That's a lot of innocent people that died. As a citizen living in Syria, I would be  concerned for my own safety, afraid a country would try to cause the same harm. I think the United States reacted fairly. A country that's taking out hundreds, even thousands of people with chemical weapons, is something to be worried about. ",4.134,124.122,181.965,4,6,6,5,6,6,6,6,4,4,4,4,3,4,3,3,3,4,4,3,4,4,5,4,4,3,4,2,4,3,2,4,2,20,1,2,non-denominational ,7,Journalism ,6,6,1
627,1,2/25/14 14:29,R_cZrjiLa0BDy2T7T,,,,,,,2,"Personally, I do not really think it is our business to constantly get involved in the affairs of other countries and what they do to their people. When it does have an impact on our interests, I believe we must way the benefits and consequences that would come from engaging in any kind of intervention technique within a country and I believe that most of the time, we get involved in issues in which it would be our best interest to just stay out of in the first place. America does not need to be the world police, we do not need to force democracy/our systems onto other countries, and finally, other countries are still going to hate us regardless of what we do, so even intervene in the first place? We're mainly sticking our noses in places they don't belong. We need to focus on our country and how our country is run, not worry about what other countries are doing or how they are treating their people. ",5.442,5.442,217.619,1,4,2,2,3,3,4,4,2,2,3,2,2,5,3,3,3,3,4,3,4,5,2,3,2,1,4,2,3,4,2,1,2,19,1,2,None,3,Spanish and Global Studies,4,6,1
